"dataset","column_name","completeness"
"Annual District Birth Extract","ANNUALRECORD_IND",1
"Annual District Birth Extract","COUNTBIRTH",1
"Annual District Birth Extract","ALF_E",0.994009569531823
"Annual District Birth Extract","ALF_STS_CD",1
"Annual District Birth Extract","WOB",1
"Annual District Birth Extract","BIRTH_REG_DT",1
"Annual District Birth Extract","BIRTH_REG_DT_VALID",1
"Annual District Birth Extract","NENONATE_SEX_CD",1
"Annual District Birth Extract","BIRTH_WEIGHT",0.999809390174867
"Annual District Birth Extract","BIRTH_MARRIAGE_IND_CD",1
"Annual District Birth Extract","COMMUNAL_ESTABLISHMENT_CD_E",1
"Annual District Birth Extract","BIRTH_ESTABLISHMENT_TYPE_CD",0.995099260640564
"Annual District Birth Extract","MATERNITYTABULATION_IND_CD",0.985272520378602
"Annual District Birth Extract","MULTIPLEBIRTH_IND_CD",0.0290978528836626
"Annual District Birth Extract","MULTIPLEBIRTH_TYPE_CD",0.0290955563797453
"Annual District Birth Extract","BIRTH_URBANRURAL_CD",0.973977165861551
"Annual District Birth Extract","BIRTHSTATS_CURR_CENSUS_LSOA_CD",0.973977165861551
"Annual District Birth Extract","BIRTHSTATS_CURR_CENSUS_LA_CD",0.973977165861551
"Annual District Birth Extract","BIRTHSTATS_CURR_CENSUS_LA_PREV_CD",0.973861192413729
"Annual District Birth Extract","BIRTHSTATS_CURR_CENSUS_COUNTRY_CD",0.973977165861551
"Annual District Birth Extract","BIRTHSTATS_CURR_CENSUS_HEALTH_ORG_CD",0.973977165861551
"Annual District Birth Extract","BIRTHSTATS_CURR_CENSUS_HEALTH_ORG_PREV_CD",0.936802508700879
"Annual District Birth Extract","BIRTHSTATS_PREV_CENSUS_LSOA_CD",0.973819855343218
"Annual District Birth Extract","BIRTHSTATS_PREV_CENSUS_LA_CD",0.973819855343218
"Annual District Birth Extract","BIRTHSTATS_PREV_CENSUS_LA_PREV_CD",0.973819855343218
"Annual District Birth Extract","BIRTHSTATS_PREV_CENSUS_COUNTRY_CD",0.973819855343218
"Annual District Birth Extract","BIRTHSTATS_PREV_CENSUS_HEALTH_ORG_CD",0.973819855343218
"Annual District Birth Extract","BIRTHSTATS_PREV_CENSUS_HEALTH_ORG_PREV_CD",0.64522344408989
"Annual District Birth Extract","BIRTH_COUNTY_CD",0.973977165861551
"Annual District Birth Extract","BIRTH_COUNTY_DISTRICT_CD",0.973977165861551
"Annual District Birth Extract","BIRTH_COUNTYANDCOUNTY_DISTRICT_CD",0.973977165861551
"Annual District Birth Extract","BIRTH_SHA_CD",0.973977165861551
"Annual District Birth Extract","BIRTH_HEALTH_ORG_CD",0.973977165861551
"Annual District Birth Extract","BIRTH_CCG_CD",0.0371746571606715
"Annual District Birth Extract","STILLBIRTH_IND",0.00494092817798824
"Annual District Birth Extract","STILLBIRTH_DIAG_1_CD",0.00490188761139479
"Annual District Birth Extract","STILLBIRTH_DIAG_2_CD",0.0020519262500732
"Annual District Birth Extract","STILLBIRTH_DIAG_3_CD",0.000838223929800468
"Annual District Birth Extract","STILLBIRTH_DIAG_4_CD",0.000327251808209772
"Annual District Birth Extract","STILLBIRTH_DIAG_5_CD",0.000151569258539263
"Annual District Birth Extract","STILLBIRTH_DIAG_6_CD",0.0000344475587589234
"Annual District Birth Extract","STILLBIRTH_DIAG_7_CD",0.000010334267627677
"Annual District Birth Extract","STILLBIRTH_DIAG_8_CD",0.00000344475587589234
"Annual District Birth Extract","STILLBIRTH_DIAG_9_CD",0
"Annual District Birth Extract","STILLBIRTH_DIAG_10_CD",0
"Annual District Birth Extract","STILLBIRTH_DIAG_11_CD",0
"Annual District Birth Extract","STILLBIRTH_DIAG_12_CD",0
"Annual District Birth Extract","STILLBIRTH_DIAG_13_CD",0
"Annual District Birth Extract","STILLBIRTH_DIAG_14_CD",0
"Annual District Birth Extract","STILLBIRTH_DIAG_15_CD",0
"Annual District Birth Extract","STILLBIRTH_CAUSE_1_CD",0.00490188761139479
"Annual District Birth Extract","STILLBIRTH_CAUSE_2_CD",0.0020519262500732
"Annual District Birth Extract","STILLBIRTH_CAUSE_3_CD",0.000838223929800468
"Annual District Birth Extract","STILLBIRTH_CAUSE_4_CD",0.000327251808209772
"Annual District Birth Extract","STILLBIRTH_CAUSE_5_CD",0.000151569258539263
"Annual District Birth Extract","STILLBIRTH_CAUSE_6_CD",0.0000344475587589234
"Annual District Birth Extract","STILLBIRTH_CAUSE_7_CD",0.000010334267627677
"Annual District Birth Extract","STILLBIRTH_CAUSE_8_CD",0.00000344475587589234
"Annual District Birth Extract","STILLBIRTH_CAUSE_9_CD",0
"Annual District Birth Extract","STILLBIRTH_CAUSE_10_CD",0
"Annual District Birth Extract","STILLBIRTH_CAUSE_11_CD",0
"Annual District Birth Extract","STILLBIRTH_CAUSE_12_CD",0
"Annual District Birth Extract","STILLBIRTH_CAUSE_13_CD",0
"Annual District Birth Extract","STILLBIRTH_CAUSE_14_CD",0
"Annual District Birth Extract","STILLBIRTH_CAUSE_15_CD",0
"Annual District Birth Extract","MOTHER_BIRTHCOUNTRY_CD",1
"Annual District Birth Extract","MOTHER_SOCIOECONOMIC_CLASS_CD",0.104526524046118
"Annual District Birth Extract","MOTHER_OCC_CLASS_CD",0.104524227542201
"Annual District Birth Extract","MOTHER_URBANRURAL_CD",1
"Annual District Birth Extract","MOTHERSTATS_CURR_CENSUS_LSOA_CD",1
"Annual District Birth Extract","MOTHERSTATS_CURR_CENSUS_LA_CD",1
"Annual District Birth Extract","MOTHERSTATS_CURR_CENSUS_LA_PREV_CD",1
"Annual District Birth Extract","MOTHERSTATS_CURR_CENSUS_COUNTRY_CD",1
"Annual District Birth Extract","MOTHERSTATS_CURR_CENSUS_HEALTH_ORG_CD",1
"Annual District Birth Extract","MOTHERSTATS_CURR_CENSUS_HEALTH_ORG_PREV_CD",0.999995406992165
"Annual District Birth Extract","MOTHERSTATS_PREV_CENSUS_LSOA_CD",0.992129881075545
"Annual District Birth Extract","MOTHERSTATS_PREV_CENSUS_LA_CD",0.992129881075545
"Annual District Birth Extract","MOTHERSTATS_PREV_CENSUS_LA_PREV_CD",0.992129881075545
"Annual District Birth Extract","MOTHERSTATS_PREV_CENSUS_COUNTRY_CD",0.992129881075545
"Annual District Birth Extract","MOTHERSTATS_PREV_CENSUS_HEALTH_ORG_CD",0.992129881075545
"Annual District Birth Extract","MOTHERSTATS_PREV_CENSUS_HEALTH_ORG_PREV_CD",0.723721392737766
"Annual District Birth Extract","MOTHER_POSTCODE_IMPUTATION_IND_CD",0.0000126307715449386
"Annual District Birth Extract","MOTHER_COUNTY_CD",0.999998851748041
"Annual District Birth Extract","MOTHER_COUNTYDISTRICT_CD",0.999998851748041
"Annual District Birth Extract","MOTHER_COUNTYANDCOUNTYDISTRICT_CD",0.999998851748041
"Annual District Birth Extract","MOTHER_GOVERNMENTOFFICEREGION_CD",0.999998851748041
"Annual District Birth Extract","MOTHER_WARD_CD",0.999692268475087
"Annual District Birth Extract","MOTHER_SHA_CD",0.999998851748041
"Annual District Birth Extract","MOTHER_HEALTH_ORG_CD",0.999998851748041
"Annual District Birth Extract","MOTHER_CCG_CD",0
"Annual District Birth Extract","MOTHER_LSOA_CD",0.999997703496083
"Annual District Birth Extract","FATHER_BIRTHCOUNTRY_CD",0.926413124979188
"Annual District Birth Extract","FATHER_SOCIOECONOMIC_CLASS_CD",0.095496670643446
"Annual District Birth Extract","FATHER_OCC_CLASS_CD",0.0954978188954046
"Annual District Birth Extract","AVAIL_FROM_DT",1
"Annual District Death Daily","ALF_E",0.994397396545986
"Annual District Death Daily","ALF_STS_CD",1
"Annual District Death Daily","DOB",0.999833586036019
"Annual District Death Daily","DEATH_DT",1
"Annual District Death Daily","SHA_OF_RESIDENCE",0.99967641729226
"Annual District Death Daily","PCT_OF_RESIDENCE",0.99967641729226
"Annual District Death Daily","DT_REG",1
"Annual District Death Daily","SEX",1
"Annual District Death Daily","UNDERLYING_CAUSE",1
"Annual District Death Daily","CAUSE_CD_1",1
"Annual District Death Daily","CAUSE_CD_2",0.785030139417921
"Annual District Death Daily","CAUSE_CD_3",0.537045597426131
"Annual District Death Daily","CAUSE_CD_4",0.320374616323361
"Annual District Death Daily","CAUSE_CD_5",0.171868643911098
"Annual District Death Daily","CAUSE_CD_6",0.0831884915498687
"Annual District Death Daily","CAUSE_CD_7",0.0385340778817351
"Annual District Death Daily","CAUSE_CD_8",0.0174179948966384
"Annual District Death Daily","PLACE_OF_DEATH_CD",1
"Annual District Death Daily","NHS_IND",1
"Annual District Death Daily","ESTTYPED",1
"Annual District Death Daily","AGE_C",1
"Annual District Death Daily","AGE_C_UNIT",1
"Annual District Death Daily","SECCATDM",1
"Annual District Death Daily","SECCATHF",1
"Annual District Death Daily","SOC2KDM",1
"Annual District Death Daily","SOC2KHF",1
"Annual District Death Daily","RETINDM",0.980298435708739
"Annual District Death Daily","RETINHF",0.74669021116083
"Annual District Death Daily","GOR9R",0.99967641729226
"Annual District Death Daily","UTLA9R",0.99967641729226
"Annual District Death Daily","CTYR",0.99967641729226
"Annual District Death Daily","CCCG9R",0.99967641729226
"Annual District Death Daily","LSOAR",0.99967641729226
"Annual District Death Daily","WARD9R",0.99967641729226
"Annual District Death Daily","CORONER_AREA",0.163159646462779
"Annual District Death Daily","INQUEST_DATE",0.0498594726526386
"Annual District Death Daily","ICD10SC",0.0433600828371732
"Annual District Death Daily","CAUSE_ROW_1",0.00217262675196923
"Annual District Death Daily","CAUSE_ROW_2",0.0017011205206908
"Annual District Death Daily","CAUSE_ROW_3",0.00118338818830665
"Annual District Death Daily","CAUSE_ROW_4",0.000647165415480197
"Annual District Death Daily","CAUSE_ROW_5",0.000314337487518953
"Annual District Death Daily","CAUSE_ROW_6",0.000175659184201768
"Annual District Death Daily","CAUSE_ROW_7",0.0000924522022114567
"Annual District Death Daily","CAUSE_ROW_8",0.000055471321326874
"Annual District Death Daily","A",0.0164472467734181
"Annual District Death Daily","FIRSTINSERTED",1
"Annual District Death Daily","LASTUPDATED",1
"Annual District Death Daily","AVAIL_FROM_DT",1
"Annual District Death Extract","DEATH_ANNUALRECORD_IND_CD",0.963228272854992
"Annual District Death Extract","ALF_E",0.960023284581241
"Annual District Death Extract","ALF_STS_CD",1
"Annual District Death Extract","COUNT_DEATH",1
"Annual District Death Extract","DEATH_DT",0.999984327685703
"Annual District Death Extract","DEATH_DT_VALID",1
"Annual District Death Extract","DEATH_REG_DT",1
"Annual District Death Extract","DEATH_REG_DT_VALID",1
"Annual District Death Extract","NEONATAL_IND_FLG",1
"Annual District Death Extract","DEC_URBANRURAL_CD",0.999970894273448
"Annual District Death Extract","DEC_STATS_CURR_CENSUS_LSOA_CD",0.999970894273448
"Annual District Death Extract","DEC_STATS_CURR_CENSUS_LA_CD",0.999970894273448
"Annual District Death Extract","DEC_STATS_CURR_CENSUS_LA_PREVIOUS_CD",0.999970894273448
"Annual District Death Extract","DEC_STATS_CURR_CENSUS_COUNTRY_CD",0.999970894273448
"Annual District Death Extract","DEC_STATS_CURR_CENSUS_HEALTH_ORG_CD",0.999970894273448
"Annual District Death Extract","DEC_STATS_CURR_CENSUS_HEALTH_ORG_PREVIOUS_CD",0.999966416469363
"Annual District Death Extract","DEC_STATS_PREV_CENSUS_LSOA_CD",0.998923088117587
"Annual District Death Extract","DEC_STATS_PREV_CENSUS_LA_CD",0.998923088117587
"Annual District Death Extract","DEC_STATS_PREV_CENSUS_LA_PREV_CD",0.998923088117587
"Annual District Death Extract","DEC_STATS_PREV_CENSUS_COUNTRY_CD",0.998923088117587
"Annual District Death Extract","DEC_STATS_PREV_CENSUS_HEALTH_ORG_CD",0.998923088117587
"Annual District Death Extract","DEC_STATS_PREV_CENSUS_HEALTH_ORG_PREV_CD",0.724977750910953
"Annual District Death Extract","DEC_SHA_CD",1
"Annual District Death Extract","DEC_HEALTH_ORG_CD",1
"Annual District Death Extract","DEC_SEX_CD",1
"Annual District Death Extract","DEATHCAUSE_DIAG_UNDERLYING_CD",0.997495788065533
"Annual District Death Extract","DEATHCAUSE_DIAG_1_CD",0.999998880548979
"Annual District Death Extract","DEATHCAUSE_DIAG_2_CD",0.759413183774677
"Annual District Death Extract","DEATHCAUSE_DIAG_3_CD",0.418938872376986
"Annual District Death Extract","DEATHCAUSE_DIAG_4_CD",0.201534767350092
"Annual District Death Extract","DEATHCAUSE_DIAG_5_CD",0.0887914966500428
"Annual District Death Extract","DEATHCAUSE_DIAG_6_CD",0.0370706205676736
"Annual District Death Extract","DEATHCAUSE_DIAG_7_CD",0.0150062409394433
